"TIME","GEO","GEO_LABEL","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2000","BE24","Prov. Vlaams-Brabant","Percentage","Males","From 18 to 24 years","10.0","u"
"2000","BE24","Prov. Vlaams-Brabant","Percentage","Females","From 18 to 24 years","7.5","u"
"2000","BE25","Prov. West-Vlaanderen","Percentage","Total","From 18 to 24 years","9.9",""
"2000","BE25","Prov. West-Vlaanderen","Percentage","Males","From 18 to 24 years","13.8",""
"2000","BE25","Prov. West-Vlaanderen","Percentage","Females","From 18 to 24 years","5.9","u"
"2000","BE3","Région wallonne","Percentage","Total","From 18 to 24 years","15.5",""
"2000","BE3","Région wallonne","Percentage","Males","From 18 to 24 years","18.3",""
"2000","BE3","Région wallonne","Percentage","Females","From 18 to 24 years","12.6",""
"2000","BE31","Prov. Brabant wallon","Percentage","Total","From 18 to 24 years","7.8","u"
"2000","BE31","Prov. Brabant wallon","Percentage","Males","From 18 to 24 years",":","u"
"2000","BE31","Prov. Brabant wallon","Percentage","Females","From 18 to 24 years",":","u"
"2000","BE32","Prov. Hainaut","Percentage","Total","From 18 to 24 years","15.3",""
"2000","BE32","Prov. Hainaut","Percentage","Males","From 18 to 24 years","17.5",""
"2000","BE32","Prov. Hainaut","Percentage","Females","From 18 to 24 years","13.1",""
"2000","BE33","Prov. Liège","Percentage","Total","From 18 to 24 years","19.9",""
"2000","BE33","Prov. Liège","Percentage","Males","From 18 to 24 years","23.1",""
"2000","BE33","Prov. Liège","Percentage","Females","From 18 to 24 years","16.4",""
"2000","BE34","Prov. Luxembourg (BE)","Percentage","Total","From 18 to 24 years","12.6","u"
"2000","BE34","Prov. Luxembourg (BE)","Percentage","Males","From 18 to 24 years","17.3","u"
"2000","BE34","Prov. Luxembourg (BE)","Percentage","Females","From 18 to 24 years",":","u"
"2000","BE35","Prov. Namur","Percentage","Total","From 18 to 24 years","13.8",""
"2000","BE35","Prov. Namur","Percentage","Males","From 18 to 24 years","16.8","u"
"2000","BE35","Prov. Namur","Percentage","Females","From 18 to 24 years","10.8","u"
"2000","BG","Bulgaria","Percentage","Total","From 18 to 24 years",":",""
"2000","BG","Bulgaria","Percentage","Males","From 18 to 24 years",":",""
"2000","BG","Bulgaria","Percentage","Females","From 18 to 24 years",":",""
"2000","BG3","Severna i yugoiztochna Bulgaria","Percentage","Total","From 18 to 24 years",":",""
"2000","BG3","Severna i yugoiztochna Bulgaria","Percentage","Males","From 18 to 24 years",":",""
"2000","BG3","Severna i yugoiztochna Bulgaria","Percentage","Females","From 18 to 24 years",":",""
"2000","BG31","Severozapaden","Percentage","Total","From 18 to 24 years",":",""
"2000","BG31","Severozapaden","Percentage","Males","From 18 to 24 years",":",""
"2000","BG31","Severozapaden","Percentage","Females","From 18 to 24 years",":",""
"2000","BG32","Severen tsentralen","Percentage","Total","From 18 to 24 years",":",""
"2000","BG32","Severen tsentralen","Percentage","Males","From 18 to 24 years",":",""
"2000","BG32","Severen tsentralen","Percentage","Females","From 18 to 24 years",":",""
"2000","BG33","Severoiztochen","Percentage","Total","From 18 to 24 years",":",""
"2000","BG33","Severoiztochen","Percentage","Males","From 18 to 24 years",":",""
"2000","BG33","Severoiztochen","Percentage","Females","From 18 to 24 years",":",""
"2000","BG34","Yugoiztochen","Percentage","Total","From 18 to 24 years",":",""
"2000","BG34","Yugoiztochen","Percentage","Males","From 18 to 24 years",":",""
"2000","BG34","Yugoiztochen","Percentage","Females","From 18 to 24 years",":",""
"2000","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","Percentage","Total","From 18 to 24 years",":",""
"2000","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","Percentage","Males","From 18 to 24 years",":",""
"2000","BG4","Yugozapadna i yuzhna tsentralna Bulgaria","Percentage","Females","From 18 to 24 years",":",""
"2000","BG41","Yugozapaden","Percentage","Total","From 18 to 24 years",":",""
"2000","BG41","Yugozapaden","Percentage","Males","From 18 to 24 years",":",""
"2000","BG41","Yugozapaden","Percentage","Females","From 18 to 24 years",":",""
"2000","BG42","Yuzhen tsentralen","Percentage","Total","From 18 to 24 years",":",""
"2000","BG42","Yuzhen tsentralen","Percentage","Males","From 18 to 24 years",":",""
"2000","BG42","Yuzhen tsentralen","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ","Czechia","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ","Czechia","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ","Czechia","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ0","Cesko","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ0","Cesko","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ0","Cesko","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ01","Praha","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ01","Praha","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ01","Praha","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ02","Strední Cechy","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ02","Strední Cechy","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ02","Strední Cechy","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ03","Jihozápad","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ03","Jihozápad","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ03","Jihozápad","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ04","Severozápad","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ04","Severozápad","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ04","Severozápad","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ05","Severovýchod","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ05","Severovýchod","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ05","Severovýchod","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ06","Jihovýchod","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ06","Jihovýchod","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ06","Jihovýchod","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ07","Strední Morava","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ07","Strední Morava","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ07","Strední Morava","Percentage","Females","From 18 to 24 years",":",""
"2000","CZ08","Moravskoslezsko","Percentage","Total","From 18 to 24 years",":",""
"2000","CZ08","Moravskoslezsko","Percentage","Males","From 18 to 24 years",":",""
"2000","CZ08","Moravskoslezsko","Percentage","Females","From 18 to 24 years",":",""
"2000","DK","Denmark","Percentage","Total","From 18 to 24 years","11.7",""
"2000","DK","Denmark","Percentage","Males","From 18 to 24 years","12.8",""
"2000","DK","Denmark","Percentage","Females","From 18 to 24 years","10.4",""
"2000","DK0","Danmark","Percentage","Total","From 18 to 24 years","11.7",""
"2000","DK0","Danmark","Percentage","Males","From 18 to 24 years","12.8",""
"2000","DK0","Danmark","Percentage","Females","From 18 to 24 years","10.4",""
"2000","DK01","Hovedstaden","Percentage","Total","From 18 to 24 years",":",""
"2000","DK01","Hovedstaden","Percentage","Males","From 18 to 24 years",":",""
"2000","DK01","Hovedstaden","Percentage","Females","From 18 to 24 years",":",""
"2000","DK02","Sjælland","Percentage","Total","From 18 to 24 years",":",""
"2000","DK02","Sjælland","Percentage","Males","From 18 to 24 years",":",""
"2000","DK02","Sjælland","Percentage","Females","From 18 to 24 years",":",""
"2000","DK03","Syddanmark","Percentage","Total","From 18 to 24 years",":",""
"2000","DK03","Syddanmark","Percentage","Males","From 18 to 24 years",":",""
"2000","DK03","Syddanmark","Percentage","Females","From 18 to 24 years",":",""
"2000","DK04","Midtjylland","Percentage","Total","From 18 to 24 years",":",""
"2000","DK04","Midtjylland","Percentage","Males","From 18 to 24 years",":",""
"2000","DK04","Midtjylland","Percentage","Females","From 18 to 24 years",":",""
"2000","DK05","Nordjylland","Percentage","Total","From 18 to 24 years",":",""
"2000","DK05","Nordjylland","Percentage","Males","From 18 to 24 years",":",""
"2000","DK05","Nordjylland","Percentage","Females","From 18 to 24 years",":",""
"2000","DE","Germany (until 1990 former territory of the FRG)","Percentage","Total","From 18 to 24 years","14.6","u"
"2000","DE","Germany (until 1990 former territory of the FRG)","Percentage","Males","From 18 to 24 years","14.4","u"
"2000","DE","Germany (until 1990 former territory of the FRG)","Percentage","Females","From 18 to 24 years","14.9","u"
"2000","DE1","Baden-Württemberg","Percentage","Total","From 18 to 24 years","15.1","u"
"2000","DE1","Baden-Württemberg","Percentage","Males","From 18 to 24 years","13.8","u"
"2000","DE1","Baden-Württemberg","Percentage","Females","From 18 to 24 years","16.3","u"
"2000","DE11","Stuttgart","Percentage","Total","From 18 to 24 years","17.7","u"
"2000","DE11","Stuttgart","Percentage","Males","From 18 to 24 years","15.8","u"
"2000","DE11","Stuttgart","Percentage","Females","From 18 to 24 years","19.6","u"
"2000","DE12","Karlsruhe","Percentage","Total","From 18 to 24 years","10.7","u"
"2000","DE12","Karlsruhe","Percentage","Males","From 18 to 24 years","9.6","u"
"2000","DE12","Karlsruhe","Percentage","Females","From 18 to 24 years","11.8","u"
"2000","DE13","Freiburg","Percentage","Total","From 18 to 24 years","15.8","u"
"2000","DE13","Freiburg","Percentage","Males","From 18 to 24 years","14.6","u"
"2000","DE13","Freiburg","Percentage","Females","From 18 to 24 years","16.9","u"
"2000","DE14","Tübingen","Percentage","Total","From 18 to 24 years","15.1","u"
"2000","DE14","Tübingen","Percentage","Males","From 18 to 24 years","15.2","u"
"2000","DE14","Tübingen","Percentage","Females","From 18 to 24 years","15.1","u"
"2000","DE2","Bayern","Percentage","Total","From 18 to 24 years","12.8","u"
"2000","DE2","Bayern","Percentage","Males","From 18 to 24 years","12.7","u"
"2000","DE2","Bayern","Percentage","Females","From 18 to 24 years","12.8","u"
"2000","DE21","Oberbayern","Percentage","Total","From 18 to 24 years","14.0","u"
"2000","DE21","Oberbayern","Percentage","Males","From 18 to 24 years","13.8","u"
"2000","DE21","Oberbayern","Percentage","Females","From 18 to 24 years","14.3","u"
"2000","DE22","Niederbayern","Percentage","Total","From 18 to 24 years","12.1",""
"2000","DE22","Niederbayern","Percentage","Males","From 18 to 24 years",":","u"
"2000","DE22","Niederbayern","Percentage","Females","From 18 to 24 years","14.0",""
"2000","DE23","Oberpfalz","Percentage","Total","From 18 to 24 years","12.1","u"
"2000","DE23","Oberpfalz","Percentage","Males","From 18 to 24 years",":","u"
"2000","DE23","Oberpfalz","Percentage","Females","From 18 to 24 years",":","u"
"2000","DE24","Oberfranken","Percentage","Total","From 18 to 24 years","13.2","u"
"2000","DE24","Oberfranken","Percentage","Males","From 18 to 24 years","14.3","u"
"2000","DE24","Oberfranken","Percentage","Females","From 18 to 24 years",":","u"
"2000","DE25","Mittelfranken","Percentage","Total","From 18 to 24 years","11.0","u"
"2000","DE25","Mittelfranken","Percentage","Males","From 18 to 24 years","11.5","u"
"2000","DE25","Mittelfranken","Percentage","Females","From 18 to 24 years","10.6","u"
"2000","DE26","Unterfranken","Percentage","Total","From 18 to 24 years","12.3","u"
"2000","DE26","Unterfranken","Percentage","Males","From 18 to 24 years","11.4","u"
"2000","DE26","Unterfranken","Percentage","Females","From 18 to 24 years","13.1","u"
"2000","DE27","Schwaben","Percentage","Total","From 18 to 24 years","12.6","u"
"2000","DE27","Schwaben","Percentage","Males","From 18 to 24 years","13.8","u"
"2000","DE27","Schwaben","Percentage","Females","From 18 to 24 years","11.4","u"
"2000","DE3","Berlin","Percentage","Total","From 18 to 24 years","19.7","u"
"2000","DE3","Berlin","Percentage","Males","From 18 to 24 years","19.4","u"
"2000","DE3","Berlin","Percentage","Females","From 18 to 24 years","19.9","u"
"2000","DE30","Berlin","Percentage","Total","From 18 to 24 years","19.7","u"
"2000","DE30","Berlin","Percentage","Males","From 18 to 24 years","19.4","u"
"2000","DE30","Berlin","Percentage","Females","From 18 to 24 years","19.9","u"
"2000","DE4","Brandenburg","Percentage","Total","From 18 to 24 years","10.4","u"
"2000","DE4","Brandenburg","Percentage","Males","From 18 to 24 years","11.4","u"
"2000","DE4","Brandenburg","Percentage","Females","From 18 to 24 years","9.1","u"
"2000","DE40","Brandenburg","Percentage","Total","From 18 to 24 years","10.4","u"
"2000","DE40","Brandenburg","Percentage","Males","From 18 to 24 years","11.4","u"
"2000","DE40","Brandenburg","Percentage","Females","From 18 to 24 years","9.1","u"
"2000","DE5","Bremen","Percentage","Total","From 18 to 24 years","21.3","u"
"2000","DE5","Bremen","Percentage","Males","From 18 to 24 years",":","u"
"2000","DE5","Bremen","Percentage","Females","From 18 to 24 years",":","u"
"2000","DE50","Bremen","Percentage","Total","From 18 to 24 years","21.3","u"
"2000","DE50","Bremen","Percentage","Males","From 18 to 24 years",":","u"
"2000","DE50","Bremen","Percentage","Females","From 18 to 24 years",":","u"
"2000","DE6","Hamburg","Percentage","Total","From 18 to 24 years","19.5","u"
"2000","DE6","Hamburg","Percentage","Males","From 18 to 24 years","21.5","u"
"2000","DE6","Hamburg","Percentage","Females","From 18 to 24 years","17.7","u"
"2000","DE60","Hamburg","Percentage","Total","From 18 to 24 years","19.5","u"
"2000","DE60","Hamburg","Percentage","Males","From 18 to 24 years","21.5","u"
"2000","DE60","Hamburg","Percentage","Females","From 18 to 24 years","17.7","u"
"2000","DE7","Hessen","Percentage","Total","From 18 to 24 years","17.6","u"
"2000","DE7","Hessen","Percentage","Males","From 18 to 24 years","16.7","u"
"2000","DE7","Hessen","Percentage","Females","From 18 to 24 years","18.5","u"
"2000","DE71","Darmstadt","Percentage","Total","From 18 to 24 years","19.3","u"
"2000","DE71","Darmstadt","Percentage","Males","From 18 to 24 years","17.7","u"
"2000","DE71","Darmstadt","Percentage","Females","From 18 to 24 years","20.8","u"
"2000","DE72","Gießen","Percentage","Total","From 18 to 24 years","15.2","u"
"2000","DE72","Gießen","Percentage","Males","From 18 to 24 years",":","u"
"2000","DE72","Gießen","Percentage","Females","From 18 to 24 years","16.6","u"
"2000","DE73","Kassel","Percentage","Total","From 18 to 24 years","15.0","u"
"2000","DE73","Kassel","Percentage","Males","From 18 to 24 years","16.4","u"
"2000","DE73","Kassel","Percentage","Females","From 18 to 24 years","13.7","u"
"2000","DE8","Mecklenburg-Vorpommern","Percentage","Total","From 18 to 24 years","10.8",""
"2000","DE8","Mecklenburg-Vorpommern","Percentage","Males","From 18 to 24 years","12.3",""
"2000","DE8","Mecklenburg-Vorpommern","Percentage","Females","From 18 to 24 years","9.3",""
"2000","DE80","Mecklenburg-Vorpommern","Percentage","Total","From 18 to 24 years","10.8",""
"2000","DE80","Mecklenburg-Vorpommern","Percentage","Males","From 18 to 24 years","12.3",""
"2000","DE80","Mecklenburg-Vorpommern","Percentage","Females","From 18 to 24 years","9.3",""
"2000","DE9","Niedersachsen","Percentage","Total","From 18 to 24 years","14.8","u"
"2000","DE9","Niedersachsen","Percentage","Males","From 18 to 24 years","16.0","u"
"2000","DE9","Niedersachsen","Percentage","Females","From 18 to 24 years","13.5","u"
"2000","DE91","Braunschweig","Percentage","Total","From 18 to 24 years","11.2","u"
"2000","DE91","Braunschweig","Percentage","Males","From 18 to 24 years","11.9","u"
"2000","DE91","Braunschweig","Percentage","Females","From 18 to 24 years","10.6","u"
"2000","DE92","Hannover","Percentage","Total","From 18 to 24 years","14.7","u"
"2000","DE92","Hannover","Percentage","Males","From 18 to 24 years","15.2","u"
"2000","DE92","Hannover","Percentage","Females","From 18 to 24 years","14.1","u"
"2000","DE93","Lüneburg","Percentage","Total","From 18 to 24 years","16.1","u"
"2000","DE93","Lüneburg","Percentage","Males","From 18 to 24 years","16.8","u"
"2000","DE93","Lüneburg","Percentage","Females","From 18 to 24 years","15.4","u"
"2000","DE94","Weser-Ems","Percentage","Total","From 18 to 24 years","16.3","u"
"2000","DE94","Weser-Ems","Percentage","Males","From 18 to 24 years","18.4","u"
"2000","DE94","Weser-Ems","Percentage","Females","From 18 to 24 years","13.9","u"
"2000","DEA","Nordrhein-Westfalen","Percentage","Total","From 18 to 24 years","17.9","u"
"2000","DEA","Nordrhein-Westfalen","Percentage","Males","From 18 to 24 years","17.1","u"
"2000","DEA","Nordrhein-Westfalen","Percentage","Females","From 18 to 24 years","18.7","u"
"2000","DEA1","Düsseldorf","Percentage","Total","From 18 to 24 years","21.8","u"
"2000","DEA1","Düsseldorf","Percentage","Males","From 18 to 24 years","21.9","u"
"2000","DEA1","Düsseldorf","Percentage","Females","From 18 to 24 years","21.7","u"
"2000","DEA2","Köln","Percentage","Total","From 18 to 24 years","16.4","u"
"2000","DEA2","Köln","Percentage","Males","From 18 to 24 years","15.0","u"
"2000","DEA2","Köln","Percentage","Females","From 18 to 24 years","17.7","u"
"2000","DEA3","Münster","Percentage","Total","From 18 to 24 years","13.4","u"
"2000","DEA3","Münster","Percentage","Males","From 18 to 24 years","11.7","u"
"2000","DEA3","Münster","Percentage","Females","From 18 to 24 years","14.9","u"
"2000","DEA4","Detmold","Percentage","Total","From 18 to 24 years","16.9","u"
"2000","DEA4","Detmold","Percentage","Males","From 18 to 24 years","18.2","u"
"2000","DEA4","Detmold","Percentage","Females","From 18 to 24 years","15.7","u"
"2000","DEA5","Arnsberg","Percentage","Total","From 18 to 24 years","18.5","u"
"2000","DEA5","Arnsberg","Percentage","Males","From 18 to 24 years","16.7","u"
"2000","DEA5","Arnsberg","Percentage","Females","From 18 to 24 years","20.4","u"
"2000","DEB","Rheinland-Pfalz","Percentage","Total","From 18 to 24 years","16.5","u"
"2000","DEB","Rheinland-Pfalz","Percentage","Males","From 18 to 24 years","15.9","u"
"2000","DEB","Rheinland-Pfalz","Percentage","Females","From 18 to 24 years","17.2","u"
"2000","DEB1","Koblenz","Percentage","Total","From 18 to 24 years",":",""
"2000","DEB1","Koblenz","Percentage","Males","From 18 to 24 years",":",""
"2000","DEB1","Koblenz","Percentage","Females","From 18 to 24 years",":",""
"2000","DEB2","Trier","Percentage","Total","From 18 to 24 years",":",""
"2000","DEB2","Trier","Percentage","Males","From 18 to 24 years",":",""
"2000","DEB2","Trier","Percentage","Females","From 18 to 24 years",":",""
"2000","DEB3","Rheinhessen-Pfalz","Percentage","Total","From 18 to 24 years",":",""
"2000","DEB3","Rheinhessen-Pfalz","Percentage","Males","From 18 to 24 years",":",""
"2000","DEB3","Rheinhessen-Pfalz","Percentage","Females","From 18 to 24 years",":",""
"2000","DEC","Saarland","Percentage","Total","From 18 to 24 years","12.0","u"
"2000","DEC","Saarland","Percentage","Males","From 18 to 24 years",":","u"
"2000","DEC","Saarland","Percentage","Females","From 18 to 24 years",":","u"
"2000","DEC0","Saarland","Percentage","Total","From 18 to 24 years","12.0","u"
"2000","DEC0","Saarland","Percentage","Males","From 18 to 24 years",":","u"
"2000","DEC0","Saarland","Percentage","Females","From 18 to 24 years",":","u"
"2000","DED","Sachsen","Percentage","Total","From 18 to 24 years","7.5","u"
"2000","DED","Sachsen","Percentage","Males","From 18 to 24 years","8.9",""
"2000","DED","Sachsen","Percentage","Females","From 18 to 24 years","5.8","u"
"2000","DED2","Dresden","Percentage","Total","From 18 to 24 years","6.1","u"
"2000","DED2","Dresden","Percentage","Males","From 18 to 24 years",":","u"
"2000","DED2","Dresden","Percentage","Females","From 18 to 24 years",":","u"
"2000","DED4","Chemnitz","Percentage","Total","From 18 to 24 years",":",""
"2000","DED4","Chemnitz","Percentage","Males","From 18 to 24 years",":",""
"2000","DED4","Chemnitz","Percentage","Females","From 18 to 24 years",":",""
"2000","DED5","Leipzig","Percentage","Total","From 18 to 24 years",":",""
"2000","DED5","Leipzig","Percentage","Males","From 18 to 24 years",":",""
"2000","DED5","Leipzig","Percentage","Females","From 18 to 24 years",":",""
"2000","DEE","Sachsen-Anhalt","Percentage","Total","From 18 to 24 years","9.5","u"
"2000","DEE","Sachsen-Anhalt","Percentage","Males","From 18 to 24 years","9.1",""
"2000","DEE","Sachsen-Anhalt","Percentage","Females","From 18 to 24 years","9.9","u"
"2000","DEE0","Sachsen-Anhalt","Percentage","Total","From 18 to 24 years","9.5","u"
"2000","DEE0","Sachsen-Anhalt","Percentage","Males","From 18 to 24 years","9.1",""
"2000","DEE0","Sachsen-Anhalt","Percentage","Females","From 18 to 24 years","9.9","u"
"2000","DEF","Schleswig-Holstein","Percentage","Total","From 18 to 24 years","16.2","u"
"2000","DEF","Schleswig-Holstein","Percentage","Males","From 18 to 24 years","14.7","u"
"2000","DEF","Schleswig-Holstein","Percentage","Females","From 18 to 24 years","17.6","u"
"2000","DEF0","Schleswig-Holstein","Percentage","Total","From 18 to 24 years","16.2","u"
"2000","DEF0","Schleswig-Holstein","Percentage","Males","From 18 to 24 years","14.7","u"
"2000","DEF0","Schleswig-Holstein","Percentage","Females","From 18 to 24 years","17.6","u"
"2000","DEG","Thüringen","Percentage","Total","From 18 to 24 years","7.4","u"
"2000","DEG","Thüringen","Percentage","Males","From 18 to 24 years","8.1","u"
"2000","DEG","Thüringen","Percentage","Females","From 18 to 24 years","6.6","u"
"2000","DEG0","Thüringen","Percentage","Total","From 18 to 24 years","7.4","u"
"2000","DEG0","Thüringen","Percentage","Males","From 18 to 24 years","8.1","u"
"2000","DEG0","Thüringen","Percentage","Females","From 18 to 24 years","6.6","u"
"2000","EE","Estonia","Percentage","Total","From 18 to 24 years","15.1","b"
"2000","EE","Estonia","Percentage","Males","From 18 to 24 years","19.2","b"
"2000","EE","Estonia","Percentage","Females","From 18 to 24 years","11.1","b"
"2000","EE0","Eesti","Percentage","Total","From 18 to 24 years","15.1","b"
"2000","EE0","Eesti","Percentage","Males","From 18 to 24 years","19.2","b"
"2000","EE0","Eesti","Percentage","Females","From 18 to 24 years","11.1","b"
"2000","EE00","Eesti","Percentage","Total","From 18 to 24 years","15.1","b"
"2000","EE00","Eesti","Percentage","Males","From 18 to 24 years","19.2","b"
"2000","EE00","Eesti","Percentage","Females","From 18 to 24 years","11.1","b"
"2000","IE","Ireland","Percentage","Total","From 18 to 24 years",":",""
"2000","IE","Ireland","Percentage","Males","From 18 to 24 years",":",""
"2000","IE","Ireland","Percentage","Females","From 18 to 24 years",":",""
"2000","IE0","Éire/Ireland","Percentage","Total","From 18 to 24 years",":",""
"2000","IE0","Éire/Ireland","Percentage","Males","From 18 to 24 years",":",""
"2000","IE0","Éire/Ireland","Percentage","Females","From 18 to 24 years",":",""
"2000","IE04","Northern and Western","Percentage","Total","From 18 to 24 years",":",""
"2000","IE04","Northern and Western","Percentage","Males","From 18 to 24 years",":",""
"2000","IE04","Northern and Western","Percentage","Females","From 18 to 24 years",":",""
"2000","IE05","Southern","Percentage","Total","From 18 to 24 years",":",""
"2000","IE05","Southern","Percentage","Males","From 18 to 24 years",":",""
"2000","IE05","Southern","Percentage","Females","From 18 to 24 years",":",""
"2000","IE06","Eastern and Midland","Percentage","Total","From 18 to 24 years",":",""
"2000","IE06","Eastern and Midland","Percentage","Males","From 18 to 24 years",":",""
"2000","IE06","Eastern and Midland","Percentage","Females","From 18 to 24 years",":",""
"2000","IE01","Border, Midland and Western (NUTS 2013)","Percentage","Total","From 18 to 24 years",":",""
"2000","IE01","Border, Midland and Western (NUTS 2013)","Percentage","Males","From 18 to 24 years",":",""
"2000","IE01","Border, Midland and Western (NUTS 2013)","Percentage","Females","From 18 to 24 years",":",""
"2000","IE02","Southern and Eastern (NUTS 2013)","Percentage","Total","From 18 to 24 years",":",""
"2000","IE02","Southern and Eastern (NUTS 2013)","Percentage","Males","From 18 to 24 years",":",""
"2000","IE02","Southern and Eastern (NUTS 2013)","Percentage","Females","From 18 to 24 years",":",""
"2000","EL","Greece","Percentage","Total","From 18 to 24 years","18.2",""
"2000","EL","Greece","Percentage","Males","From 18 to 24 years","22.9",""
"2000","EL","Greece","Percentage","Females","From 18 to 24 years","13.6",""
"2000","EL5","Voreia Ellada","Percentage","Total","From 18 to 24 years","18.8",""
"2000","EL5","Voreia Ellada","Percentage","Males","From 18 to 24 years","22.9",""
"2000","EL5","Voreia Ellada","Percentage","Females","From 18 to 24 years","15.0",""
"2000","EL51","Anatoliki Makedonia, Thraki","Percentage","Total","From 18 to 24 years","37.7",""
"2000","EL51","Anatoliki Makedonia, Thraki","Percentage","Males","From 18 to 24 years","43.2",""
"2000","EL51","Anatoliki Makedonia, Thraki","Percentage","Females","From 18 to 24 years","32.9",""
"2000","EL52","Kentriki Makedonia","Percentage","Total","From 18 to 24 years","15.2",""
